query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lp_1667,220668.lp_1667,1.09E-79,236,"2A1GT@1|root,30PQE@2|Bacteria,1U68C@1239|Firmicutes,4IFZ2@91061|Bacilli,3F7AG@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF1648),-,-,-,-,-,-,-,-,-,-,-,-,DUF1648
lp_1668,220668.lp_1668,6.84E-186,517,"COG4221@1|root,COG4221@2|Bacteria,1TQDY@1239|Firmicutes,4HBS5@91061|Bacilli,3FBSM@33958|Lactobacillaceae",2|Bacteria,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,yneD,-,-,-,-,-,-,-,-,-,-,-,adh_short
lp_1669,220668.lp_1669,4.80E-228,629,"COG2207@1|root,COG2207@2|Bacteria,1UI1Z@1239|Firmicutes,4HC2Y@91061|Bacilli,3F4Q1@33958|Lactobacillaceae",2|Bacteria,K,Transcriptional regulator,yneE,-,-,-,-,-,-,-,-,-,-,-,"Arabinose_bd,HTH_18"
lp_1670,220668.lp_1670,8.55E-99,287,"COG0764@1|root,COG0764@2|Bacteria,1V3UN@1239|Firmicutes,4HHYD@91061|Bacilli,3FCD6@33958|Lactobacillaceae",2|Bacteria,I,Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs,fabZ,-,"3.5.1.108,4.2.1.59","ko:K02372,ko:K16363","ko00061,ko00540,ko00780,ko01100,ko01212,map00061,map00540,map00780,map01100,map01212","M00060,M00083,M00572","R04428,R04535,R04537,R04544,R04568,R04587,R04954,R04965,R07764,R10117,R10121","RC00166,RC00300,RC00831,RC01095","ko00000,ko00001,ko00002,ko01000,ko01004,ko01005",-,-,-,FabA
lp_1671,220668.lp_1671,9.77E-231,635,"COG0332@1|root,COG0332@2|Bacteria,1TP0K@1239|Firmicutes,4HATK@91061|Bacilli,3F3XP@33958|Lactobacillaceae",2|Bacteria,I,Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids,fabH,-,2.3.1.180,ko:K00648,"ko00061,ko01100,ko01212,map00061,map01100,map01212","M00082,M00083",R10707,"RC00004,RC02729,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"ACP_syn_III,ACP_syn_III_C"
lp_1672,220668.lp_1672,1.06E-48,155,"COG0236@1|root,COG0236@2|Bacteria,1VGIY@1239|Firmicutes,4HP0V@91061|Bacilli,3F7ZJ@33958|Lactobacillaceae",2|Bacteria,IQ,Carrier of the growing fatty acid chain in fatty acid biosynthesis,acpP,"GO:0000035,GO:0000036,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016053,GO:0019637,GO:0019752,GO:0019842,GO:0031177,GO:0032787,GO:0033218,GO:0036094,GO:0043167,GO:0043168,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0044620,GO:0046394,GO:0046467,GO:0046493,GO:0048037,GO:0051192,GO:0071704,GO:0072330,GO:0072341,GO:0090407,GO:0140104,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509",-,ko:K02078,-,-,-,-,"ko00000,ko00001",-,-,-,PP-binding
lp_1673,220668.lp_1673,8.89E-218,601,"COG0331@1|root,COG0331@2|Bacteria,1TPB7@1239|Firmicutes,4HBCU@91061|Bacilli,3F3W9@33958|Lactobacillaceae",2|Bacteria,I,Malonyl CoA-acyl carrier protein transacylase,fabD,-,2.3.1.39,"ko:K00645,ko:K15327,ko:K15329","ko00061,ko00333,ko01100,ko01130,ko01212,map00061,map00333,map01100,map01130,map01212",M00082,"R01626,R11671","RC00004,RC00039,RC02727","ko00000,ko00001,ko00002,ko01000,ko01004,ko01008",-,-,-,Acyl_transf_1
lp_1674,220668.lp_1674,2.37E-163,458,"COG1028@1|root,COG1028@2|Bacteria,1TP76@1239|Firmicutes,4HAA6@91061|Bacilli,3F4RI@33958|Lactobacillaceae",2|Bacteria,IQ,reductase,fabG,"GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004316,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0030497,GO:0032787,GO:0036094,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0055114,GO:0071704,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576",1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,iYO844.BSU15910,adh_short_C2
lp_1675,220668.lp_1675,5.38E-290,792,"COG0304@1|root,COG0304@2|Bacteria,1TPA7@1239|Firmicutes,4H9SD@91061|Bacilli,3F51H@33958|Lactobacillaceae",2|Bacteria,I,Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP,fabF,-,2.3.1.179,ko:K09458,"ko00061,ko00780,ko01100,ko01212,map00061,map00780,map01100,map01212","M00083,M00572","R04355,R04726,R04952,R04957,R04960,R04963,R04968,R07762,R10115,R10119","RC00039,RC02728,RC02729,RC02888","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,"Ketoacyl-synt_C,ketoacyl-synt"
lp_1676,220668.lp_1676,5.25E-96,280,"COG0511@1|root,COG0511@2|Bacteria,1VAB7@1239|Firmicutes,4HKCS@91061|Bacilli,3F7M1@33958|Lactobacillaceae",2|Bacteria,I,"first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA",accB,-,"2.3.1.12,4.1.1.3","ko:K00627,ko:K01571,ko:K02160","ko00010,ko00020,ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00010,map00020,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00307,M00376","R00209,R00217,R00742,R02569","RC00004,RC00040,RC00367,RC02742,RC02857","br01601,ko00000,ko00001,ko00002,ko01000,ko02000",3.B.1.1.1,-,iHN637.CLJU_RS20755,Biotin_lipoyl
lp_1677,220668.lp_1677,7.23E-93,271,"COG0764@1|root,COG0764@2|Bacteria,1VXBZ@1239|Firmicutes,4HXVK@91061|Bacilli,3F6TF@33958|Lactobacillaceae",2|Bacteria,I,FabA-like domain,fabZ,-,"3.5.1.108,4.2.1.59","ko:K02372,ko:K16363","ko00061,ko00540,ko00780,ko01100,ko01212,map00061,map00540,map00780,map01100,map01212","M00060,M00083,M00572","R04428,R04535,R04537,R04544,R04568,R04587,R04954,R04965,R07764,R10117,R10121","RC00166,RC00300,RC00831,RC01095","ko00000,ko00001,ko00002,ko01000,ko01004,ko01005",-,-,-,FabA
lp_1678,220668.lp_1678,0,903,"COG0439@1|root,COG0439@2|Bacteria,1TP16@1239|Firmicutes,4HARK@91061|Bacilli,3F3PT@33958|Lactobacillaceae",2|Bacteria,I,Acetyl-CoA carboxylase biotin carboxylase subunit,accC,"GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576","6.3.4.14,6.4.1.2",ko:K01961,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04385","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,iSF_1195.SF3294,"Biotin_carb_C,Biotin_carb_N,CPSase_L_D2"
lp_1679,220668.lp_1679,6.43E-203,561,"COG0777@1|root,COG0777@2|Bacteria,1TP4U@1239|Firmicutes,4HAI7@91061|Bacilli,3F3T6@33958|Lactobacillaceae",2|Bacteria,I,Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl- CoA,accD,-,"2.1.3.15,6.4.1.2","ko:K01962,ko:K01963","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS20740,Carboxyl_trans
lp_1680,220668.lp_1680,4.82E-179,499,"COG0825@1|root,COG0825@2|Bacteria,1UHNS@1239|Firmicutes,4HA4C@91061|Bacilli,3F496@33958|Lactobacillaceae",2|Bacteria,I,alpha subunit,accA,-,"2.1.3.15,6.4.1.2","ko:K01962,ko:K01963","ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,-,"ACCA,Carboxyl_trans"
lp_1681,220668.lp_1681,2.29E-175,489,"COG0623@1|root,COG0623@2|Bacteria,1TPVD@1239|Firmicutes,4H9YN@91061|Bacilli,3F4AQ@33958|Lactobacillaceae",2|Bacteria,I,Enoyl- acyl-carrier-protein reductase NADH,fabI,"GO:0000166,GO:0003674,GO:0003824,GO:0004312,GO:0004318,GO:0005488,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0006950,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009266,GO:0009409,GO:0009628,GO:0009987,GO:0016043,GO:0016053,GO:0016491,GO:0016627,GO:0016628,GO:0016740,GO:0016746,GO:0016747,GO:0019752,GO:0022607,GO:0030497,GO:0032787,GO:0033554,GO:0036094,GO:0043436,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0046394,GO:0048037,GO:0050661,GO:0050662,GO:0050896,GO:0051259,GO:0051260,GO:0051262,GO:0051289,GO:0051716,GO:0055114,GO:0065003,GO:0070417,GO:0071704,GO:0071840,GO:0072330,GO:0097159,GO:1901265,GO:1901363,GO:1901576","1.3.1.10,1.3.1.9",ko:K00208,"ko00061,ko00333,ko00780,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01100,map01130,map01212","M00083,M00572","R01404,R04429,R04430,R04724,R04725,R04955,R04956,R04958,R04959,R04961,R04962,R04966,R04967,R04969,R04970,R07765,R10118,R10122,R11671","RC00052,RC00076,RC00120","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2
lp_1682,220668.lp_1682,1.50E-130,370,"COG2091@1|root,COG2091@2|Bacteria,1VK9G@1239|Firmicutes,4HRUX@91061|Bacilli,3F71W@33958|Lactobacillaceae",2|Bacteria,H,Belongs to the P-Pant transferase superfamily,-,-,2.7.8.7,"ko:K00997,ko:K06133","ko00770,map00770",-,R01625,RC00002,"ko00000,ko00001,ko01000",-,-,-,ACPS
lp_1684,220668.lp_1684,2.99E-161,452,"COG1811@1|root,COG1811@2|Bacteria,1TQWV@1239|Firmicutes,4IQYF@91061|Bacilli,3FB61@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF554),-,-,-,ko:K07150,-,-,-,-,ko00000,-,-,-,DUF554
lp_1685,220668.lp_1685,3.73E-207,573,"COG0583@1|root,COG0583@2|Bacteria,1TQ6Y@1239|Firmicutes,4HWQQ@91061|Bacilli,3F4CY@33958|Lactobacillaceae",2|Bacteria,K,LysR substrate binding domain,-,-,-,ko:K09681,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_1,LysR_substrate"
lp_1686,220668.lp_1686,8.53E-115,329,"COG1607@1|root,COG1607@2|Bacteria,1V3S2@1239|Firmicutes,4HJ0Z@91061|Bacilli,3F6A3@33958|Lactobacillaceae",2|Bacteria,I,Thioesterase superfamily,ykhA,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006637,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009117,GO:0009150,GO:0009259,GO:0009987,GO:0016289,GO:0016787,GO:0016788,GO:0016790,GO:0019637,GO:0019693,GO:0019752,GO:0032787,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0047617,GO:0051186,GO:0055086,GO:0071704,GO:0072521,GO:1901135,GO:1901360,GO:1901564",3.1.2.20,ko:K01073,-,-,-,-,"ko00000,ko01000",-,-,-,4HBT
lp_1687,220668.lp_1687,3.77E-247,679,"COG1162@1|root,COG1162@2|Bacteria,1TP8Q@1239|Firmicutes,4H9PJ@91061|Bacilli,3F5GW@33958|Lactobacillaceae",2|Bacteria,S,"One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Helps release RbfA from mature subunits. May play a role in the assembly of ribosomal proteins into the subunit. Circularly permuted GTPase that catalyzes slow GTP hydrolysis, GTPase activity is stimulated by the 30S ribosomal subunit",rsgA,-,3.1.3.100,ko:K06949,"ko00730,ko01100,map00730,map01100",-,"R00615,R02135","RC00002,RC00017","ko00000,ko00001,ko01000,ko03009",-,-,-,RsgA_GTPase
lp_1688,220668.lp_1688,1.49E-121,347,"COG1309@1|root,COG1309@2|Bacteria,1VHWM@1239|Firmicutes,4IFMJ@91061|Bacilli,3F6Q3@33958|Lactobacillaceae",2|Bacteria,K,transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
lp_1689,220668.lp_1689,0,1054,"COG0477@1|root,COG2211@1|root,COG0477@2|Bacteria,COG2211@2|Bacteria,1TPV3@1239|Firmicutes,4HCJN@91061|Bacilli,3F5DE@33958|Lactobacillaceae",2|Bacteria,EGP,Major Facilitator,norB,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944",-,ko:K08170,-,M00702,-,-,"ko00000,ko00002,ko01504,ko02000","2.A.1.3.23,2.A.1.3.59",-,-,MFS_1
lp_1690,220668.lp_1690,1.14E-193,538,"COG0330@1|root,COG0330@2|Bacteria,1TRN5@1239|Firmicutes,4HA6G@91061|Bacilli,3F4ES@33958|Lactobacillaceae",2|Bacteria,O,Band 7 protein,f42a,-,-,-,-,-,-,-,-,-,-,-,Band_7
lp_1692,220668.lp_1692,1.73E-113,325,"2BS9S@1|root,32MBE@2|Bacteria,1VDHA@1239|Firmicutes,4I3CT@91061|Bacilli,3FB2D@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function with HXXEE motif,-,-,-,-,-,-,-,-,-,-,-,-,HXXEE
lp_1694,220668.lp_1694,1.48E-71,215,"29PKS@1|root,30C1A@2|Bacteria,1U76E@1239|Firmicutes,4IH15@91061|Bacilli,3F919@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1695,220668.lp_1695,2.02E-39,130,"29EYP@1|root,301WG@2|Bacteria,1U773@1239|Firmicutes,4IH1X@91061|Bacilli,3F925@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1696,220668.lp_1696,1.69E-276,756,"COG2230@1|root,COG2230@2|Bacteria,1TSG4@1239|Firmicutes,4HDKI@91061|Bacilli,3F3PA@33958|Lactobacillaceae",2|Bacteria,M,cyclopropane-fatty-acyl-phospholipid synthase,cfa,-,"2.1.1.317,2.1.1.79","ko:K00574,ko:K20238",-,-,-,-,"ko00000,ko01000",-,-,-,CMAS
lp_1697,220668.lp_1697,3.47E-147,414,"COG3397@1|root,COG3397@2|Bacteria,1V9FX@1239|Firmicutes,4HK49@91061|Bacilli,3F5UI@33958|Lactobacillaceae",2|Bacteria,S,"Lytic polysaccharide mono-oxygenase, cellulose-degrading",-,-,1.14.99.53,ko:K21713,-,-,-,-,"ko00000,ko01000",-,AA10,-,LPMO_10
lp_1698,220668.lp_1698,6.62E-66,199,"COG1359@1|root,COG1359@2|Bacteria,1VG4T@1239|Firmicutes,4HPNQ@91061|Bacilli,3F7H6@33958|Lactobacillaceae",2|Bacteria,S,Antibiotic biosynthesis monooxygenase,ycnE,"GO:0003674,GO:0003824",3.1.1.29,ko:K01056,-,-,-,-,"ko00000,ko01000,ko03012",-,-,-,ABM
lp_1699,220668.lp_1699,2.05E-55,172,"2CH90@1|root,2ZP4M@2|Bacteria,1W1QU@1239|Firmicutes,4I01G@91061|Bacilli,3F71E@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1700,220668.lp_1700,1.49E-108,313,"COG3476@1|root,COG3476@2|Bacteria,1V896@1239|Firmicutes,4HK1B@91061|Bacilli,3F6ED@33958|Lactobacillaceae",2|Bacteria,T,TspO/MBR family,tspO,-,-,ko:K05770,"ko04080,ko04214,ko04979,ko05166,map04080,map04214,map04979,map05166",-,-,-,"ko00000,ko00001,ko02000",9.A.24,-,-,TspO_MBR
lp_1701,220668.lp_1701,5.28E-100,290,"COG0589@1|root,COG0589@2|Bacteria,1U425@1239|Firmicutes,4I3ZI@91061|Bacilli,3F6XU@33958|Lactobacillaceae",2|Bacteria,T,Belongs to the universal stress protein A family,uspA,-,-,"ko:K03499,ko:K06149",-,-,-,-,"ko00000,ko02000","2.A.38.1,2.A.38.4",-,-,Usp
lp_1702,220668.lp_1702,3.92E-87,255,"COG3152@1|root,COG3152@2|Bacteria,1V90R@1239|Firmicutes,4HWPI@91061|Bacilli,3F6JH@33958|Lactobacillaceae",2|Bacteria,S,Protein of unknown function (DUF805),yhaI,-,-,-,-,-,-,-,-,-,-,-,"DUF805,zinc_ribbon_2"
lp_1703,220668.lp_1703,1.79E-211,584,"COG1597@1|root,COG1597@2|Bacteria,1V4PN@1239|Firmicutes,4HHJP@91061|Bacilli,3F3Z6@33958|Lactobacillaceae",2|Bacteria,I,Diacylglycerol kinase catalytic domain,yegS,"GO:0001727,GO:0003674,GO:0003824,GO:0006629,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0030258,GO:0044237,GO:0044238,GO:0044255,GO:0046834,GO:0071704",2.7.1.107,ko:K07029,"ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110",-,R02240,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,DAGK_cat
lp_1704,220668.lp_1704,1.51E-48,155,"2BU5G@1|root,32PEE@2|Bacteria,1U6P5@1239|Firmicutes,4IGG5@91061|Bacilli,3F88H@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1706,220668.lp_1706,2.22E-55,172,"COG2261@1|root,COG2261@2|Bacteria,1U6BD@1239|Firmicutes,4IG2Z@91061|Bacilli,3F7IA@33958|Lactobacillaceae",2|Bacteria,S,transglycosylase associated protein,-,-,-,-,-,-,-,-,-,-,-,-,Transgly_assoc
lp_1708,220668.lp_1708,4.00E-40,133,"COG3237@1|root,COG3237@2|Bacteria,1VZVB@1239|Firmicutes,4HYP0@91061|Bacilli,3F7E6@33958|Lactobacillaceae",2|Bacteria,S,CsbD-like,-,-,-,-,-,-,-,-,-,-,-,-,CsbD
lp_1709,220668.lp_1709,1.06E-53,168,"2CH91@1|root,30AAP@2|Bacteria,1U6EF@1239|Firmicutes,4IG67@91061|Bacilli,3F7QH@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1711,220668.lp_1711,0,975,"COG4690@1|root,COG4690@2|Bacteria,1TQ0F@1239|Firmicutes,4HC3G@91061|Bacilli,3F3M4@33958|Lactobacillaceae",2|Bacteria,E,Dipeptidase,pipD,-,-,ko:K08659,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,Peptidase_C69
lp_1712,1136177.KCA1_1460,8.39E-38,126,"COG1942@1|root,COG1942@2|Bacteria,1VKD5@1239|Firmicutes,4HRBS@91061|Bacilli,3F83T@33958|Lactobacillaceae",2|Bacteria,G,Belongs to the 4-oxalocrotonate tautomerase family,dmpI,"GO:0003674,GO:0003824,GO:0006725,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0044237",5.3.2.6,ko:K01821,"ko00362,ko00621,ko00622,ko01100,ko01120,ko01220,map00362,map00621,map00622,map01100,map01120,map01220",M00569,"R03966,R05389","RC01040,RC01355","ko00000,ko00001,ko00002,ko01000",-,-,-,Tautomerase
lp_1713,220668.lp_1713,0,880,"COG0019@1|root,COG0019@2|Bacteria,1TPE9@1239|Firmicutes,4H9XW@91061|Bacilli,3F3VJ@33958|Lactobacillaceae",2|Bacteria,E,Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine,lysA,-,"4.1.1.19,4.1.1.20","ko:K01585,ko:K01586","ko00300,ko00330,ko01100,ko01110,ko01120,ko01130,ko01230,map00300,map00330,map01100,map01110,map01120,map01130,map01230","M00016,M00133,M00525,M00526,M00527","R00451,R00566",RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,iHN637.CLJU_RS18870,"Orn_Arg_deC_N,Orn_DAP_Arg_deC"
lp_1715,220668.lp_1715,1.04E-218,603,"COG1575@1|root,COG1575@2|Bacteria,1VW8B@1239|Firmicutes,4HW7F@91061|Bacilli,3F50H@33958|Lactobacillaceae",2|Bacteria,H,UbiA prenyltransferase family,-,-,2.5.1.74,ko:K02548,"ko00130,ko01100,ko01110,map00130,map01100,map01110",M00116,"R05617,R06858,R10757","RC02935,RC02936,RC03264","ko00000,ko00001,ko00002,ko01000,ko01006",-,-,-,UbiA
lp_1716,220668.lp_1716,5.03E-182,506,"COG1340@1|root,COG1340@2|Bacteria,1UI61@1239|Firmicutes,4ISEY@91061|Bacilli,3FBSN@33958|Lactobacillaceae",2|Bacteria,U,Ion channel,potC,-,"2.1.1.172,2.1.1.80,3.1.1.61","ko:K00564,ko:K02026,ko:K10716,ko:K11070,ko:K13924,ko:K14393","ko02010,ko02020,ko02030,map02010,map02020,map02030","M00207,M00299,M00506",R07234,RC00003,"ko00000,ko00001,ko00002,ko01000,ko02000,ko02022,ko02035,ko03009","1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6,2.A.21.7,3.A.1.1,3.A.1.11.1",-,-,"Abhydrolase_8,BPD_transp_1,CheB_methylest,CheR,CheR_N,HATPase_c,HisKA,Ion_trans_2,PAS_4,PhageMin_Tail"
lp_1717,220668.lp_1717,3.72E-68,206,"2CH92@1|root,30ANJ@2|Bacteria,1U6WR@1239|Firmicutes,4IGQX@91061|Bacilli,3F8MV@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1718,220668.lp_1718,6.78E-60,184,"29QP8@1|root,30BNW@2|Bacteria,1U8DV@1239|Firmicutes,4IIBS@91061|Bacilli,3FAVI@33958|Lactobacillaceae",2|Bacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lp_1721,220668.lp_1721,0,898,"COG0160@1|root,COG0160@2|Bacteria,1VS6F@1239|Firmicutes,4H9M7@91061|Bacilli,3F569@33958|Lactobacillaceae",2|Bacteria,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,gabT,-,"2.6.1.19,5.1.1.21","ko:K00823,ko:K20708","ko00250,ko00410,ko00640,ko00650,ko01100,ko01120,map00250,map00410,map00640,map00650,map01100,map01120",M00027,"R00908,R01648","RC00006,RC00062","ko00000,ko00001,ko00002,ko01000,ko01007",-,-,-,Aminotran_3
lp_1722,220668.lp_1722,0,923,"COG0531@1|root,COG0531@2|Bacteria,1TQ4K@1239|Firmicutes,4HA66@91061|Bacilli,3F3QY@33958|Lactobacillaceae",2|Bacteria,E,Amino Acid,yfnA,-,-,ko:K03294,-,-,-,-,ko00000,2.A.3.2,-,-,AA_permease_2
lp_1723,220668.lp_1723,3.56E-192,533,"COG0561@1|root,COG0561@2|Bacteria,1TREF@1239|Firmicutes,4H9Y9@91061|Bacilli,3F47B@33958|Lactobacillaceae",2|Bacteria,S,hydrolase,yitU,-,3.1.3.104,ko:K21064,"ko00740,ko01100,ko01110,map00740,map01100,map01110",M00125,R07280,RC00017,"ko00000,ko00001,ko00002,ko01000",-,-,-,Hydrolase_3
