Name,p1,p2,p3,m1,m2,m3,accession,Gene,Product
lp_2372,44,80,32,67,127,107,NC_004567.2:2142940-2143113,YP_008479741.1,hypothetical protein
lp_2374,1596,3039,1611,2781,3323,3681,NC_004567.2:2143431-2144060,YP_004890074.1,uracil phosphoribosyltransferase
lp_2375,1299,2353,1206,1959,2173,2544,NC_004567.2:2144140-2145378,YP_004890075.1,glycine hydroxymethyltransferase
lp_2376,672,1128,565,888,996,1034,NC_004567.2:2145437-2146456,YP_004890076.1,translation factor%2C SUA5 family
lp_2377,422,601,354,558,658,656,NC_004567.2:2146747-2147613,YP_004890077.1,S-adenosyl-L-methionine-dependent N(5)-glutamine methyltransferase%2C release factor-specific
lp_2378,924,1448,882,1226,1322,1532,NC_004567.2:2147606-2148688,YP_004890078.1,peptide chain release factor 1
lp_2379,282,534,288,438,555,543,NC_004567.2:2148702-2149280,YP_004890079.1,thymidine kinase
lp_2380,942,1576,938,1492,1661,2001,NC_004567.2:2149542-2150888,YP_004890080.1,UDP-N-acetylmuramyl tripeptide synthase
lp_2382,574,1029,570,988,936,1161,NC_004567.2:2150891-2151613,YP_004890081.1,glutamine amidotransferase%2C CobQ-like domain
lp_2384,1844,3210,1696,2713,3018,3622,NC_004567.2:2151874-2152839,YP_004890082.1,mannose-6-phosphate isomerase
lp_2385,226,362,197,300,302,325,NC_004567.2:2152916-2153935,YP_004890083.1,beta-lactamase family protein
lp_2388,17,60,21,45,28,35,NC_004567.2:2154106-2154291,YP_004890084.1,hypothetical protein
lp_2390,459,1118,507,660,800,1039,NC_004567.2:2154543-2155571,YP_004890085.1,branched-chain amino acid aminotransferase
lp_2391,204,336,207,362,439,547,NC_004567.2:2155737-2156066,YP_004890086.1,hypothetical protein
lp_2393,89,148,85,133,110,158,NC_004567.2:2156282-2157253,YP_004890087.1,lipoprotein
lp_2394,140,235,123,202,217,262,NC_004567.2:2157268-2159157,YP_004890088.1,ABC transporter ATP-binding protein/permease
lp_2395,78,162,81,144,153,153,NC_004567.2:2159157-2160887,YP_004890089.1,ABC transporter ATP-binding protein/permease
lp_2396,12,17,5,13,8,16,NC_004567.2:2161115-2161507,YP_004890090.1,extracellular protein
lp_2397,134,191,132,170,181,232,NC_004567.2:2161730-2162581,YP_004890091.1,prophage P2a protein 59%3B extracellular polysaccharide deacetylase%2C lipid-anchored
lp_2399,44,46,56,107,56,125,NC_004567.2:2163938-2164315,YP_004890092.1,prophage P2a protein 58%2C holin
lp_2400,42,37,43,88,45,86,NC_004567.2:2164302-2164598,YP_004890093.1,prophage P2a protein 57
lp_2401,106,91,129,272,91,242,NC_004567.2:2164599-2165753,YP_004890094.1,prophage P2a protein 56%2C lysin
lp_2402,8,8,9,23,9,11,NC_004567.2:2165765-2165884,YP_004890095.1,prophage P2a protein 55
lp_2403,23,45,29,69,35,89,NC_004567.2:2165896-2166135,YP_004890096.1,prophage P2a protein 54
lp_2404,75,80,76,162,103,232,NC_004567.2:2166132-2167274,YP_004890097.1,prophage P2a protein 53
lp_2405,161,183,201,455,257,566,NC_004567.2:2167329-2169524,YP_004890098.1,prophage P2a protein 52
lp_2406,11,9,12,35,26,42,NC_004567.2:2169514-2169771,YP_004890099.1,prophage P2a protein 51
lp_2407,47,64,78,171,63,245,NC_004567.2:2169768-2170949,YP_004890100.1,prophage P2a protein 50
lp_2408,42,42,68,124,72,159,NC_004567.2:2170946-2171842,YP_004890101.1,prophage P2a protein 49
lp_2409,614,858,744,1411,1067,1818,NC_004567.2:2171852-2175925,YP_004890102.1,prophage P2a protein 48%3B tape measure protein
lp_2410,73,65,86,144,67,206,NC_004567.2:2175925-2176209,YP_004890103.1,prophage P2a protein 47
lp_2411,119,93,129,250,214,285,NC_004567.2:2176254-2176742,YP_004890104.1,prophage P2a protein 46
lp_2412,127,115,149,309,145,382,NC_004567.2:2176776-2177342,YP_004890105.1,prophage P2a protein 45
lp_2413,45,44,65,140,74,140,NC_004567.2:2177354-2177740,YP_004890106.1,prophage P2a protein 44
lp_2414,93,61,88,175,120,213,NC_004567.2:2177742-2178296,YP_004890107.1,prophage P2a protein 43%3B head-tail joining protein
lp_2415,59,43,72,107,66,146,NC_004567.2:2178286-2178609,YP_004890108.1,prophage P2a protein 42
lp_2416,70,45,73,161,124,179,NC_004567.2:2178614-2178979,YP_004890109.1,prophage P2a protein 41
lp_2417,167,173,205,446,230,526,NC_004567.2:2178994-2180052,YP_004890110.1,prophage P2a protein 40%3B major capsid protein
lp_2418,153,88,175,335,164,414,NC_004567.2:2180069-2180716,YP_004890111.1,prophage P2a protein 39%3B scaffold protein
lp_2419,62,39,63,124,68,142,NC_004567.2:2180823-2181767,YP_004890112.1,prophage P2a protein 38%3B minor head protein
lp_2420,152,119,138,325,219,441,NC_004567.2:2181770-2183422,YP_004890113.1,prophage P2a protein 37%3B portal protein
lp_2423,116,159,125,265,170,310,NC_004567.2:2184916-2185425,YP_004890116.1,prophage P2a protein 34%3B terminase small subunit TerS
lp_2424,31,37,25,50,41,49,NC_004567.2:2185623-2185886,YP_004890117.1,prophage P2a protein 33
lp_2425,3,8,2,7,8,5,NC_004567.2:2185855-2186034,YP_004890118.1,prophage P2a protein 32
lp_2426,20,19,19,32,27,33,NC_004567.2:2187249-2187710,YP_004890119.1,prophage P2a protein 31%3B phage ArpU family transcriptional regulator
lp_2427,14,19,12,30,12,25,NC_004567.2:2187789-2187989,YP_004890120.1,prophage P2a protein 30
lp_2428,9,23,24,22,23,29,NC_004567.2:2188020-2188349,YP_004890121.1,prophage P2a protein 29
lp_2429,8,6,12,9,10,10,NC_004567.2:2188383-2188514,YP_004890122.1,prophage P2a protein 28
lp_2430,8,17,18,18,18,25,NC_004567.2:2188529-2188840,YP_004890123.1,prophage P2a protein 27
lp_2431,9,9,22,30,18,44,NC_004567.2:2188913-2189389,YP_004890124.1,prophage P2a protein 26
lp_2432,4,4,4,3,7,13,NC_004567.2:2189538-2189705,YP_004890125.1,prophage P2a protein 25
lp_2433,5,3,6,14,11,26,NC_004567.2:2189698-2190078,YP_004890126.1,prophage P2a protein 24%3B endodeoxyribonuclease RusA-like
lp_2434,12,13,27,33,28,43,NC_004567.2:2190075-2190593,YP_004890127.1,prophage P2a protein 23
lp_2435,0,0,0,0,0,0,NC_004567.2:2190590-2191120,YP_004890128.1,prophage P2a protein 22
lp_2436,9,7,4,10,7,9,NC_004567.2:2191117-2191404,YP_004890129.1,prophage P2a protein 21
lp_2437,30,28,22,46,41,72,NC_004567.2:2191401-2192378,YP_004890130.1,prophage P2a protein 20%2C replication protein DnaD domain
lp_2439,34,37,45,75,39,80,NC_004567.2:2192476-2193141,YP_004890131.1,prophage P2a protein 18
lp_2440,16,19,35,54,50,79,NC_004567.2:2193144-2193806,YP_004890132.1,prophage P2a protein 17
lp_2441,27,22,31,33,40,55,NC_004567.2:2193813-2194322,YP_004890133.1,prophage P2a protein 16
lp_2442,3,5,4,9,11,12,NC_004567.2:2194315-2194446,YP_004890134.1,prophage P2a protein 15
lp_2443A,6,4,3,18,1,10,NC_004567.2:2194579-2194707,YP_008479742.1,hypothetical protein
lp_2443B,102,380,87,385,173,522,NC_004567.2:2194765-2194941,YP_008479743.1,hypothetical protein
lp_2444,68,27,41,77,38,90,NC_004567.2:2195190-2195702,YP_004890136.1,prophage P2a protein 13
lp_2445,33,41,65,112,38,93,NC_004567.2:2195770-2196075,YP_004890137.1,prophage P2a protein 12
lp_2446,23,21,28,43,18,60,NC_004567.2:2196117-2196257,YP_004890138.1,prophage P2a protein 11
lp_2447,7,17,12,27,13,30,NC_004567.2:2196254-2196481,YP_004890139.1,prophage P2a protein 10%2C phage Cro/CI family transcriptional regulator
lp_2448,293,605,309,550,542,707,NC_004567.2:2196610-2196972,YP_004890140.1,prophage P2a protein 9%2C phage Cro/CI family transcriptional regulator
lp_2449,218,369,200,354,359,465,NC_004567.2:2196984-2197397,YP_004890141.1,prophage P2a protein 8
lp_2450,273,554,318,476,460,618,NC_004567.2:2197424-2197759,YP_004890142.1,prophage P2a protein 7%3B extracellular protein with lipoprotein anchor
lp_2451,825,1446,997,1239,1558,2206,NC_004567.2:2197885-2198946,YP_004890143.1,prophage P2a protein 6%3B endonuclease
lp_2452,33,78,35,93,63,135,NC_004567.2:2199110-2199286,YP_004890144.1,prophage P2a protein 5
lp_2453,1329,2298,1417,2290,2753,3058,NC_004567.2:2199894-2201642,YP_004890145.1,prophage P2a protein 4%3B AAA ATPase
lp_2454,555,1044,606,939,1101,1421,NC_004567.2:2201696-2202610,YP_004890146.1,prophage P2a protein 3%3B DNA adenine methylase
lp_2455,65,84,64,118,126,163,NC_004567.2:2202697-2203818,YP_004890147.1,prophage P2a protein 2%2C integrase
lp_2457,17,32,18,39,35,44,NC_004567.2:2204169-2204375,YP_004890148.1,prophage P2b protein 24
lp_2460,95,198,123,188,171,224,NC_004567.2:2204795-2205100,YP_004890149.1,prophage P2b protein 21
lp_2461,10,9,8,11,7,14,NC_004567.2:2205183-2205563,YP_004890150.1,prophage P2b protein 20
lp_2462,1,3,4,3,1,6,NC_004567.2:2205705-2205974,YP_004890151.1,prophage P2b protein 19%2C head-to-tail joining
lp_2463,13,20,10,18,24,22,NC_004567.2:2206069-2207571,YP_004890152.1,prophage P2b protein 18%2C major capsid protein
lp_2464,3,7,8,4,7,5,NC_004567.2:2207593-2208693,YP_004890153.1,prophage P2b protein 17%2C portal protein
lp_2466,15,13,5,8,9,12,NC_004567.2:2208848-2210551,YP_004890154.1,prophage P2b protein 15%2C terminase large subunit
lp_2467,1,4,4,3,2,3,NC_004567.2:2210548-2211021,YP_004890155.1,prophage P2b protein 14%2C terminase small subunit
lp_2469,28,43,15,48,22,57,NC_004567.2:2211804-2212193,YP_004890156.1,prophage P2b protein 12%2C endonuclease
lp_2470,25,33,20,35,39,41,NC_004567.2:2212186-2212524,YP_004890157.1,prophage P2b protein 11%2C head-to-tail joining
lp_2471,2,8,4,14,5,14,NC_004567.2:2212511-2212702,YP_004890158.1,prophage P2b protein 10
lp_2472,8,16,10,14,13,25,NC_004567.2:2212724-2213197,YP_004890159.1,prophage P2b protein 9
lp_2473,16,34,27,28,23,41,NC_004567.2:2213343-2214737,YP_004890160.1,prophage P2b protein 8%2C helicase
lp_2474,8,14,13,16,17,15,NC_004567.2:2214737-2215537,YP_004890161.1,prophage P2b protein 7%2C DNA replication
lp_2475,5,3,3,4,2,5,NC_004567.2:2215534-2215788,YP_004890162.1,prophage P2b protein 6
lp_2476,1,6,1,4,2,5,NC_004567.2:2215909-2216016,YP_004890163.1,prophage P2b protein 5
lp_2477,4,6,1,1,4,7,NC_004567.2:2216059-2216247,YP_004890164.1,prophage P2b protein 4
lp_2479,226,400,254,451,378,538,NC_004567.2:2216564-2217130,YP_004890165.1,prophage P2b protein 2%2C phage Cro/CI family transcriptional regulator
lp_2480,376,625,405,556,625,667,NC_004567.2:2217183-2218340,YP_004890166.1,prophage P2b protein 1%2C integrase
lp_2482,389,871,425,717,773,773,NC_004567.2:2218831-2219064,YP_004890167.1,hypothetical protein
lp_2483,916,1545,862,1302,1001,1406,NC_004567.2:2219089-2219361,YP_004890168.1,hypothetical protein
lp_2484,8,9,4,6,12,14,NC_004567.2:2219410-2219895,YP_004890169.1,MarR family transcriptional regulator
lp_2485,21,37,33,60,59,65,NC_004567.2:2219950-2221926,YP_004890170.1,hypothetical protein
lp_2486,62,100,49,107,98,120,NC_004567.2:2222026-2224800,YP_004890171.1,mucus-binding protein%2C LPXTG-motif cell wall anchor
lp_2488,2,0,0,0,0,0,NC_004567.2:2224954-2225085,YP_004890172.1,hypothetical protein
lp_2488a,1,3,1,0,0,1,NC_004567.2:2225115-2225246,YP_004890173.1,hypothetical protein
lp_2488b,0,1,1,0,0,1,NC_004567.2:2225325-2225456,YP_004890174.1,hypothetical protein
lp_2488c,1,1,2,0,0,1,NC_004567.2:2225488-2225631,YP_004890175.1,hypothetical protein
lp_2488d,1,0,0,2,0,0,NC_004567.2:2225664-2225795,YP_004890176.1,hypothetical protein
lp_2488e,1,3,1,1,2,0,NC_004567.2:2225829-2225960,YP_004890177.1,hypothetical protein
lp_2488f,1,2,1,1,0,0,NC_004567.2:2225993-2226124,YP_004890178.1,hypothetical protein
lp_2488g,1,1,0,1,3,2,NC_004567.2:2226155-2226298,YP_004890179.1,hypothetical protein
lp_2488h,0,0,2,3,1,2,NC_004567.2:2226470-2226601,YP_004890180.1,hypothetical protein
lp_2497,33,54,38,42,44,66,NC_004567.2:2227238-2229001,YP_004890181.1,efflux ABC transporter%2C ATP-binding and permease protein
lp_2498,17,27,13,22,28,33,NC_004567.2:2228973-2230550,YP_004890182.1,poly(glycerol-phosphate) alpha-glucosyltransferase
lp_2499,12,22,11,23,14,36,NC_004567.2:2230568-2232562,YP_004890183.1,ABC transporter ATP-binding protein/permease
lp_2502,14824,24365,15204,24466,27123,30298,NC_004567.2:2233583-2234935,YP_004890184.1,glucose-6-phosphate isomerase
lp_2503,837,1346,787,1171,1109,1393,NC_004567.2:2235156-2236013,YP_004890185.1,sugar transport protein
lp_2504,397,648,348,523,594,707,NC_004567.2:2236248-2237429,YP_004890186.1,SAM-dependent methyltransferase
lp_2505,462,777,444,745,797,900,NC_004567.2:2237725-2239248,YP_004890187.1,two-component system histidine protein kinase%3B sensor protein
lp_2506,218,357,189,337,392,409,NC_004567.2:2239245-2239973,YP_004890188.1,two-component system response regulator
lp_2507,809,1181,738,1319,1360,1727,NC_004567.2:2240346-2241689,YP_004890189.1,hypothetical protein
lp_2508,93,160,100,175,227,246,NC_004567.2:2241699-2242100,YP_004890190.1,amino acid regulated enzyme with ACT domain
lp_2509,146,233,150,200,197,242,NC_004567.2:2242165-2243103,YP_004890191.1,drug/metabolite transport protein%2C EamA family
lp_2512,135,268,114,191,219,280,NC_004567.2:2243860-2244420,YP_004890192.1,membrane protein
lp_2513,37,66,39,51,65,89,NC_004567.2:2244496-2244813,YP_004890193.1,hypothetical protein
lp_2514,25,48,27,33,47,35,NC_004567.2:2245027-2246214,YP_004890194.1,carbohydrate transporter%2C major facilitator superfamily (MFS)
lp_2515,196,351,196,326,271,349,NC_004567.2:2246320-2247063,YP_004890195.1,phosphohydrolase
lp_2516,403,765,387,788,664,951,NC_004567.2:2247122-2247286,YP_004890196.1,hypothetical protein
lp_2519,329,570,325,449,411,491,NC_004567.2:2247848-2248711,YP_004890197.1,cell surface hydrolase
lp_2520,237,463,211,315,288,359,NC_004567.2:2248778-2249671,YP_004890198.1,extracellular protein%2C NlpC/P60 family%2Cgamma-D-glutamate-meso-diaminopimelate muropeptidase
lp_2521,106,178,97,150,174,204,NC_004567.2:2249893-2250357,YP_004890199.1,AsnC family transcriptional regulator
lp_2522,2,6,1,8,3,1,NC_004567.2:2250504-2250725,YP_004890200.1,hypothetical protein
lp_2523,3,2,1,0,0,3,NC_004567.2:2250751-2250981,YP_004890201.1,hypothetical protein
lp_2524,227,331,197,308,322,380,NC_004567.2:2251205-2252395,YP_004890202.1,diguanylate cyclase/phosphodiesterase%2C GGDEF domain
lp_2525,923,1471,853,1160,1251,1464,NC_004567.2:2252656-2254209,YP_004890203.1,ABC transporter ATP-binding protein
lp_2526,423,936,339,643,656,732,NC_004567.2:2254294-2254881,YP_004890204.1,GNAT family acetyltransferase
lp_2528,227,326,226,359,315,403,NC_004567.2:2255850-2256299,YP_004890205.1,lactoylglutathione lyase family protein
lp_2529,16,30,14,30,20,41,NC_004567.2:2256386-2256727,YP_004890206.1,hypothetical protein
lp_2531,1001,1541,874,1481,1422,1689,NC_004567.2:2256924-2258912,YP_004890207.1,PTS system%2C N-acetylglucosamine and glucose-specific EIICBA component
lp_2532,517,993,455,771,829,964,NC_004567.2:2259102-2260076,YP_004890208.1,D-2-hydroxyacid dehydrogenase
lp_2534,271,517,285,435,427,510,NC_004567.2:2260682-2261578,YP_004890209.1,DegV family protein
lp_2535,53,75,51,72,67,66,NC_004567.2:2261729-2263009,YP_004890210.1,homoserine dehydrogenase
lp_2536,21,44,20,43,39,37,NC_004567.2:2263060-2264346,YP_004890211.1,O-acetylhomoserine sulfhydrylase
lp_2537,4,12,5,11,9,13,NC_004567.2:2264349-2265224,YP_004890212.1,homoserine O-succinyltransferase
lp_2541,61,82,69,85,78,95,NC_004567.2:2266645-2267643,YP_004890214.1,ABC transporter substrate-binding protein
lp_2542,93,116,86,102,102,123,NC_004567.2:2267640-2268548,YP_004890215.1,ABC transporter permease
lp_2543,74,92,80,88,98,93,NC_004567.2:2268535-2269317,YP_004890216.1,ABC transporter ATP-binding protein
lp_2544,10740,16802,9872,15781,15325,17254,NC_004567.2:2269592-2270947,YP_004890217.1,NADH peroxidase
lp_2548,197,399,176,284,358,356,NC_004567.2:2272145-2273002,YP_004890218.1,beta-hydroxyacid dehydrogenase%2C3-hydroxyisobutyrate dehydrogenase family
lp_2549,64,135,79,143,189,177,NC_004567.2:2273002-2273775,YP_004890219.1,membrane protein
lp_2550,43,67,36,64,60,105,NC_004567.2:2273951-2274505,YP_004890220.1,O-acetyltransferase
lp_2551,17,23,14,18,26,25,NC_004567.2:2274691-2275761,YP_004890221.1,histidinol-phosphate aminotransferase
lp_2552,1,3,1,7,10,9,NC_004567.2:2275773-2276093,YP_004890222.1,phosphoribosyl-ATP pyrophosphatase
lp_2553,7,9,7,16,8,10,NC_004567.2:2276234-2276560,YP_004890223.1,phosphoribosyl-AMP cyclohydrolase
lp_2554,12,10,5,12,14,17,NC_004567.2:2276557-2277315,YP_004890224.1,Imidazole glycerol phosphate synthase cyclase subunit
lp_2556,7,3,1,6,9,7,NC_004567.2:2277309-2278028,YP_004890225.1,phosphoribosylformimino-5-aminoimidazole carboxamideribotide isomerase
lp_2557,4,9,2,4,4,8,NC_004567.2:2278009-2278635,YP_004890226.1,imidazole glycerol phosphate synthase%2Camidotransferase sununit
lp_2558,5,3,4,4,9,1,NC_004567.2:2278636-2279220,YP_004890227.1,imidazoleglycerol-phosphate dehydratase
lp_2559,4,6,2,7,10,10,NC_004567.2:2279293-2280579,YP_004890228.1,histidinol dehydrogenase
lp_2560,2,2,3,0,0,1,NC_004567.2:2280579-2281235,YP_004890229.1,ATP phosphoribosyltransferase
lp_2561,2,2,1,1,1,4,NC_004567.2:2281228-2282379,YP_004890230.1,histidine-tRNA synthetase
lp_2563,107,191,117,150,172,183,NC_004567.2:2282845-2283681,YP_004890231.1,histidinol phosphatase
lp_2564,45,57,48,54,69,77,NC_004567.2:2283903-2285066,YP_004890232.1,membrane protein
lp_2565,263,448,284,408,460,544,NC_004567.2:2285150-2286058,YP_004890233.1,Mg2+/Co2+ transport protein
lp_2566,145,228,120,205,203,297,NC_004567.2:2286073-2286420,YP_004890234.1,hypothetical protein
lp_2567,32,69,39,74,88,120,NC_004567.2:2286571-2287080,YP_004890235.1,MerR family transcriptional regulator
lp_2568,22,31,16,38,22,30,NC_004567.2:2287129-2287953,YP_004890236.1,short-chain dehydrogenase
lp_2569,7,10,13,10,15,23,NC_004567.2:2287992-2288507,YP_004890237.1,hypothetical protein
lp_2570,2171,3881,2262,3836,4214,5190,NC_004567.2:2288825-2289886,YP_004890238.1,aspartate-semialdehyde dehydrogenase
lp_2572,55,84,60,74,74,82,NC_004567.2:2290117-2291070,YP_004890239.1,penicillin V acylase family protein
lp_2573,17,45,20,37,36,55,NC_004567.2:2291119-2291337,YP_004890240.1,hypothetical protein
lp_2574,78,154,87,144,147,187,NC_004567.2:2291337-2291966,YP_004890241.1,membrane protein
lp_2575,80,116,94,116,126,169,NC_004567.2:2292119-2294803,YP_004890242.1,transporter%2C MMPL family
lp_2578,91,138,91,121,129,146,NC_004567.2:2295265-2297382,YP_004890243.1,cell surface adherence protein%2Ccollagen-binding domain%2C LPXTG-motif cell wall anchor
lp_2579,44,95,48,82,84,115,NC_004567.2:2297744-2298181,YP_004890244.1,GNAT family acetyltransferase
lp_2580,1004,1569,963,1376,1645,1875,NC_004567.2:2298372-2300525,YP_004890245.1,sulfatase%2C alkaline phosphatase superfamily%2Cmembrane-bound
lp_2582,170,256,169,246,224,302,NC_004567.2:2300907-2302700,YP_004890246.1,glycerophosphodiester phosphodiesterase
lp_2585,247,533,258,414,467,509,NC_004567.2:2303816-2304811,YP_004890248.1,ferredoxin NAD(P) reductase
lp_2586,44,100,43,91,84,121,NC_004567.2:2304932-2305696,YP_004890249.1,cell surface hydrolase
lp_2588,46,68,45,61,84,76,NC_004567.2:2305969-2307681,YP_004890250.1,cell surface adherence protein%2Ccollagen-binding domain%2C LPXTG-motif cell wall anchor
lp_2589,1095,1928,1098,1731,1913,2206,NC_004567.2:2307804-2308688,YP_004890251.1,polyphosphate:nucleotide phosphotransferase%2CPPK2 family
lp_2590,449,790,464,756,703,859,NC_004567.2:2308708-2309268,YP_004890252.1,nitroreductase family 1 protein
lp_2591,709,1060,682,887,899,1089,NC_004567.2:2309468-2310424,YP_004890253.1,purine nucleosidase
lp_2593,196,234,171,276,270,328,NC_004567.2:2310572-2311468,YP_004890254.1,ribonuclease H
